Code,Company,Link,"Market Cap","Last trade",Change,%Change,Sector
ASX:AUN,"Aurumin Limited (ASX:AUN)",https://www.listcorp.com/asx/aun/aurumin-limited,"	19660200",0.17,-0.01,-5.56,Materials
ASX:HGL,"Hudson Investment (ASX:HGL)",https://www.listcorp.com/asx/hgl/hudson-investment,"	19588800",0.33,0.00,0,"Real Estate"
ASX:RCP,"Redbank Copper (ASX:RCP)",https://www.listcorp.com/asx/rcp/redbank-copper,"	19562400",0.03,-0.00,-3.23,Materials
ASX:CGO,"CPT Global Limited (ASX:CGO)",https://www.listcorp.com/asx/cgo/cpt-global,"	19555400",0.485,0.01,3.19,"Information Technology"
ASX:ZEU,"Zeus Resources (ASX:ZEU)",https://www.listcorp.com/asx/zeu/zeus-resources,"	19504400",0.089,0.00,0,Energy
ASX:CM8,"Crowd Media Holdings Limited (ASX:CM8)",https://www.listcorp.com/asx/cm8/crowd-media,"	19425300",0.029,0.00,0,"Communication Services"
ASX:DCG,"Decmil Group (ASX:DCG)",https://www.listcorp.com/asx/dcg/decmil,"	19391700",0.12,-0.01,-4,Industrials
ASX:AJX,"Alexium International Group Limited (ASX:AJX)",https://www.listcorp.com/asx/ajx/alexium-international-group-limited,"	19357700",0.03,0.00,0,Materials
ASX:ACU,"Acumentis Group Limited (ASX:ACU)",https://www.listcorp.com/asx/acu/acumentis-group-limited,"	19284900",0.11,0.00,0,"Real Estate"
ASX:PUR,"Pursuit Minerals Limited (ASX:PUR)",https://www.listcorp.com/asx/pur/pursuit-minerals-limited,"	18911000",0.0205,0.00,2.5,Materials
ASX:BGD,"Barton Gold Holdings Limited (ASX:BGD)",https://www.listcorp.com/asx/bgd/barton-gold-holdings-limited,"	18884800",0.22,0.00,0,Materials
ASX:TSL,"Titanium Sands Limited (ASX:TSL)",https://www.listcorp.com/asx/tsl/titanium-sands-limited,"	18876900",0.016,0.00,6.67,Materials
ASX:ICN,"Icon Energy Limited (ASX:ICN)",https://www.listcorp.com/asx/icn/icon-energy-limited,"	18869100",0.025,0.00,0,Energy
ASX:FTL,"Firetail Resources Limited (ASX:FTL)",https://www.listcorp.com/asx/ftl/firetail-resources-limited,"	18843700",0.31,0.01,1.64,Materials
ASX:ARO,"Astro Resources NL (ASX:ARO)",https://www.listcorp.com/asx/aro/astro-resources,"	18821000",0.0045,0.00,12.5,Materials
ASX:AMT,"Allegra Orthopaedics Limited (ASX:AMT)",https://www.listcorp.com/asx/amt/allegra-orthopaedics-limited,"	18802700",0.18,0.00,0,"Health Care"
ASX:INL,"Innlanz Limited (ASX:INL)",https://www.listcorp.com/asx/inl/innlanz-limited,"	18795800",0.06,0.00,0,"Consumer Discretionary"
ASX:BAT,"Battery Minerals Limited (ASX:BAT)",https://www.listcorp.com/asx/bat/battery-minerals-limited,"	18779700",0.008,0.00,0,Materials
ASX:VPR,"Volt Power Group Limited (ASX:VPR)",https://www.listcorp.com/asx/vpr/volt-power-group-limited,"	18689100",0.002,0.00,0,Utilities
ASX:KBC,"Keybridge Capital Limited (ASX:KBC)",https://www.listcorp.com/asx/kbc/keybridge-capital,"	18615400",0.09,0.00,0,Financials
ASX:TOU,"Tlou Energy Limited (ASX:TOU)",https://www.listcorp.com/asx/tou/tlou-energy,"	18606200",0.031,0.00,0,Energy
ASX:ARD,"Argent Minerals Limited (ASX:ARD)",https://www.listcorp.com/asx/ard/argent-minerals-limited,"	18537300",0.023,0.00,9.52,Materials
ASX:TRU,"Truscreen Group Limited (ASX:TRU)",https://www.listcorp.com/asx/tru/truscreen-group-limited,"	18506200",0.051,0.00,0,"Health Care"
ASX:LNR,"Lanthanein Resources Limited (ASX:LNR)",https://www.listcorp.com/asx/lnr/lanthanein-resources-limited,"	18432200",0.022,0.00,0,Materials
ASX:MAT,"Matsa Resources (ASX:MAT)",https://www.listcorp.com/asx/mat/matsa-resources,"	18306700",0.051,0.00,0,Materials
ASX:ADY,"Admiralty Resources NL (ASX:ADY)",https://www.listcorp.com/asx/ady/admiralty-resources,"	18250100",0.014,0.00,0,Materials
ASX:OVT,"Ovato Limited (ASX:OVT)",https://www.listcorp.com/asx/ovt/ovato-limited,"	18242100",0.15,0.00,0,Industrials
ASX:FTC,"FinTech Chain Limited (ASX:FTC)",https://www.listcorp.com/asx/ftc/fintech-chain-limited,"	18221500",0.028,0.00,0,"Information Technology"
ASX:GTI,"Gratifii Limited (ASX:GTI)",https://www.listcorp.com/asx/gti/gratifii-limited,"	18212600",0.022,0.00,0,"Information Technology"
ASX:NNL,"Nordic Nickel Limited (ASX:NNL)",https://www.listcorp.com/asx/nnl/nordic-nickel-limited,"	18085400",0.3,-0.01,-3.23,Unclassified
ASX:RIM,"Rimfire Pacific Mining Limited (ASX:RIM)",https://www.listcorp.com/asx/rim/rimfire-pacific-mining-limited,"	18062400",0.009,-0.00,-10,Materials
ASX:DCX,"DiscovEx Resources Limited (ASX:DCX)",https://www.listcorp.com/asx/dcx/discovex-resources-limited,"	17980600",0.0065,-0.00,-7.14,Materials
ASX:AWV,"Anova Metals (ASX:AWV)",https://www.listcorp.com/asx/awv/anova-metals,"	17977100",0.012,0.00,0,Materials
ASX:PFT,"Pure Foods Tasmania Limited (ASX:PFT)",https://www.listcorp.com/asx/pft/pure-foods-tasmania-limited,"	17926800",0.285,-0.00,-1.72,"Consumer Staples"
ASX:CHK,"Cohiba Minerals (ASX:CHK)",https://www.listcorp.com/asx/chk/cohiba-minerals,"	17904300",0.011,0.00,0,Materials
ASX:NUC,"Nuchev Limited (ASX:NUC)",https://www.listcorp.com/asx/nuc/nuchev-limited,"	17851800",0.355,0.01,2.9,"Consumer Staples"
ASX:TMZ,"Thomson Resources Ltd (ASX:TMZ)",https://www.listcorp.com/asx/tmz/thomson-resources,"	17812500",0.028,0.00,7.69,Materials
ASX:IR1,"Iris Metals Limited (ASX:IR1)",https://www.listcorp.com/asx/ir1/iris-metals-limited,"	17800000",0.36,0.04,12.5,Materials
ASX:HOR,"Horseshoe Metals (ASX:HOR)",https://www.listcorp.com/asx/hor/horseshoe-metals,"	17662200",0.037,0.01,15.63,Materials
ASX:EDU,"EDU Holdings Limited (ASX:EDU)",https://www.listcorp.com/asx/edu/edu-holdings-limited,"	17627200",0.15,0.00,0,"Consumer Discretionary"
ASX:SRZ,"Stellar Resources Limited (ASX:SRZ)",https://www.listcorp.com/asx/srz/stellar-resources-limited,"	17625400",0.021,0.00,0,Materials
ASX:OSX,"Osteopore Limited (ASX:OSX)",https://www.listcorp.com/asx/osx/osteopore-limited,"	17590200",0.15,0.00,0,"Health Care"
ASX:LBY,"Laybuy Group Holdings Limited (ASX:LBY)",https://www.listcorp.com/asx/lby/laybuy-group-holdings-limited,"	17582500",0.068,-0.00,-1.45,"Information Technology"
ASX:AU1,"The Agency Group Australia (ASX:AU1)",https://www.listcorp.com/asx/au1/the-agency-group-australia,"	17571600",0.041,0.00,0,"Real Estate"
ASX:MTH,"Mithril Resources (ASX:MTH)",https://www.listcorp.com/asx/mth/mithril-resources,"	17521400",0.007,0.00,16.67,Materials
ASX:REZ,"Resources & Energy Group (ASX:REZ)",https://www.listcorp.com/asx/rez/resources-and-energy-group,"	17493200",0.035,0.00,0,Materials
ASX:RAG,"Ragnar Metals Limited (ASX:RAG)",https://www.listcorp.com/asx/rag/ragnar-metals-limited,"	17442500",0.047,0.00,2.17,Materials
ASX:TPO,"Tian Poh Resources Limited (ASX:TPO)",https://www.listcorp.com/asx/tpo/tian-poh-resources-limited,"	17393100",0.045,0.00,0,Materials
ASX:PGM,"Platina Resources (ASX:PGM)",https://www.listcorp.com/asx/pgm/platina-resources,"	17375300",0.041,0.00,2.5,Materials
ASX:TEG,"Triangle Energy (Global) Limited (ASX:TEG)",https://www.listcorp.com/asx/teg/triangle-energy-global-limited,"	17364000",0.0135,0.00,3.85,Energy
ASX:N1H,"N1 Holdings Limited (ASX:N1H)",https://www.listcorp.com/asx/n1h/n1-holdings-limited,"	17311100",0.2,0.00,0,Financials
ASX:MAG,"Magmatic Resources Limited (ASX:MAG)",https://www.listcorp.com/asx/mag/magmatic-resources-limited,"	17305100",0.068,0.00,0,Materials
ASX:1AD,"AdAlta Limited (ASX:1AD)",https://www.listcorp.com/asx/1ad/adalta-limited,"	17280200",0.056,0.00,1.82,"Health Care"
ASX:EPX,"EP&T Global Limited (ASX:EPX)",https://www.listcorp.com/asx/epx/ep-and-t-global-limited,"	17278800",0.095,0.00,0,"Information Technology"
ASX:AS2,"Askari Metals Limited (ASX:AS2)",https://www.listcorp.com/asx/as2/askari-metals-limited,"	17255500",0.425,0.01,2.41,Materials
ASX:PGD,"Peregrine Gold Limited (ASX:PGD)",https://www.listcorp.com/asx/pgd/peregrine-gold-limited,"	17229000",0.47,0.02,4.44,Materials
ASX:ZAG,"Zuleika Gold Limited (ASX:ZAG)",https://www.listcorp.com/asx/zag/zuleika-gold-limited,"	17211200",0.033,0.00,0,Materials
ASX:VIG,"Victor Group (ASX:VIG)",https://www.listcorp.com/asx/vig/victor-group,"	17166800",0.03,0.00,0,"Information Technology"
ASX:ARC,"ARC Funds Limited (ASX:ARC)",https://www.listcorp.com/asx/arc/arc-funds-limited,"	17143500",0.57,0.00,0,Financials
ASX:KNO,"Knosys Limited (ASX:KNO)",https://www.listcorp.com/asx/kno/knosys-limited,"	17075000",0.08,0.00,1.27,"Information Technology"
ASX:CTO,"Citigold Corporation Limited (ASX:CTO)",https://www.listcorp.com/asx/cto/citigold-corporation-limited,"	17002000",0.0065,0.00,8.33,Materials
ASX:KP2,"Kore Potash Plc (ASX:KP2)",https://www.listcorp.com/asx/kp2/kore-potash-plc,"	16994900",0.023,0.00,0,Materials
ASX:PRM,"Prominence Energy Limited (ASX:PRM)",https://www.listcorp.com/asx/prm/prominence-energy-limited,"	16972300",0.0075,0.00,7.14,Energy
ASX:BIQ,"BuildingIQ, Inc (ASX:BIQ)",https://www.listcorp.com/asx/biq/buildingiq-inc,"	16889300",0.016,0.00,0,"Information Technology"
ASX:TSN,"The Sustainable Nutrition Group Ltd (ASX:TSN)",https://www.listcorp.com/asx/tsn/the-sustainable-nutrition-group-ltd,"	16884900",0.14,0.00,0,"Consumer Staples"
ASX:EM1,"Emerge Gaming Limited (ASX:EM1)",https://www.listcorp.com/asx/em1/emerge-gaming-limited,"	16818500",0.0145,-0.00,-3.33,"Communication Services"
ASX:TNY,"Tinybeans Group Limited (ASX:TNY)",https://www.listcorp.com/asx/tny/tinybeans-group-limited,"	16787200",0.275,0.00,0,"Communication Services"
ASX:BCT,"Bluechiip Limited (ASX:BCT)",https://www.listcorp.com/asx/bct/bluechiip,"	16759800",0.029,0.00,3.57,"Information Technology"
ASX:ICL,"Iceni Gold Limited (ASX:ICL)",https://www.listcorp.com/asx/icl/iceni-gold-limited,"	16665500",0.13,0.00,0,Materials
ASX:LAW,"Law Finance Limited (ASX:LAW)",https://www.listcorp.com/asx/law/law-finance-limited,"	16557000",0.25,-0.01,-3.85,Financials
ASX:MDI,"Middle Island Resources (ASX:MDI)",https://www.listcorp.com/asx/mdi/middle-island-resources,"	16526500",0.145,0.01,7.41,Materials
ASX:CHR,"Charger Metals NL (ASX:CHR)",https://www.listcorp.com/asx/chr/charger-metals-nl,"	16453400",0.51,0.00,0.99,Materials
ASX:GLH,"Global Health Limited (ASX:GLH)",https://www.listcorp.com/asx/glh/global-health-limited,"	16428400",0.29,0.00,0,"Health Care"
ASX:AYI,"A1 Investments & Resources (ASX:AYI)",https://www.listcorp.com/asx/ayi/a1-investments-and-resources,"	16421900",0.001,0.00,0,Financials
ASX:WBE,"Whitebark Energy Ltd (ASX:WBE)",https://www.listcorp.com/asx/wbe/whitebark-energy-ltd,"	16400100",0.0029166,0.00,0,Energy
ASX:ORM,"Orion Metals Limited (ASX:ORM)",https://www.listcorp.com/asx/orm/orion-metals-limited,"	16352900",0.03,0.00,0,Materials
ASX:RNT,"Rent.com.au Limited (ASX:RNT)",https://www.listcorp.com/asx/rnt/rent.com.au-limited,"	16290000",0.037,0.00,0,"Communication Services"
ASX:MIL,"Millennium Services Group Limited (ASX:MIL)",https://www.listcorp.com/asx/mil/millennium-services-group,"	16249900",0.35,0.00,0,Industrials
ASX:HYD,"Hydrix Limited (ASX:HYD)",https://www.listcorp.com/asx/hyd/hydrix-limited,"	16206200",0.082,0.00,0,"Information Technology"
ASX:SKS,"SKS Technologies Group Limited (ASX:SKS)",https://www.listcorp.com/asx/sks/sks-technologies-group-limited,"	16197500",0.15,0.00,0,Industrials
ASX:LIO,"Lion Energy (ASX:LIO)",https://www.listcorp.com/asx/lio/lion-energy,"	16192200",0.04,0.00,5.26,Energy
ASX:E33,"East 33 Limited (ASX:E33)",https://www.listcorp.com/asx/e33/east-33-limited,"	16137700",0.06,0.00,0,"Consumer Staples"
ASX:B4P,"Beforepay Group Limited (ASX:B4P)",https://www.listcorp.com/asx/b4p/beforepay-group-limited,"	16077100",0.45,-0.02,-5.26,Financials
ASX:AUH,"AustChina Holdings Limited (ASX:AUH)",https://www.listcorp.com/asx/auh/austchina-holdings-limited,"	16046100",0.009,0.00,12.5,Energy
ASX:MHC,"Manhattan Corporation Limited (ASX:MHC)",https://www.listcorp.com/asx/mhc/manhattan-corporation-limited,"	16025900",0.0105,0.00,0,Materials
ASX:UCM,"Uscom Limited (ASX:UCM)",https://www.listcorp.com/asx/ucm/uscom-limited,"	15938200",0.081,0.00,0,"Health Care"
ASX:MOQ,"MOQ Limited (ASX:MOQ)",https://www.listcorp.com/asx/moq/moq-limited,"	15826600",0.051,0.00,0,"Information Technology"
ASX:WML,"Woomera Mining Limited (ASX:WML)",https://www.listcorp.com/asx/wml/woomera-mining-limited,"	15797200",0.024,0.00,4.35,Materials
ASX:MM1,"Midas Minerals Ltd (ASX:MM1)",https://www.listcorp.com/asx/mm1/midas-minerals-ltd,"	15787100",0.29,0.00,0,Materials
ASX:FRB,"Firebird Metals Limited (ASX:FRB)",https://www.listcorp.com/asx/frb/firebird-metals-limited,"	15746300",0.34,0.04,13.33,Materials
ASX:ODA,"Orcoda Limited (ASX:ODA)",https://www.listcorp.com/asx/oda/orcoda-limited,"	15649300",0.099,0.00,0,"Information Technology"
ASX:LSR,"Lodestar Minerals (ASX:LSR)",https://www.listcorp.com/asx/lsr/lodestar-minerals,"	15645900",0.009,0.00,0,Materials
ASX:JNO,"Juno Minerals Limited (ASX:JNO)",https://www.listcorp.com/asx/jno/juno-minerals-limited,"	15600700",0.11,-0.01,-4.35,Materials
ASX:A1G,"African Gold Limited (ASX:A1G)",https://www.listcorp.com/asx/a1g/african-gold-limited,"	15523300",0.125,-0.01,-3.85,Materials
ASX:LCE,"London City Equities (ASX:LCE)",https://www.listcorp.com/asx/lce/london-city-equities,"	15478800",0.505,0.00,0,Financials
ASX:BIO,"Biome Australia Limited (ASX:BIO)",https://www.listcorp.com/asx/bio/biome-australia-limited,"	15410800",0.105,0.01,5,"Consumer Staples"
ASX:BMG,"BMG Resources Limited (ASX:BMG)",https://www.listcorp.com/asx/bmg/bmg-resources,"	15359600",0.05,0.00,4.17,Materials
ASX:14D,"1414 Degrees Limited (ASX:14D)",https://www.listcorp.com/asx/14d/1414-degrees-limited,"	15335700",0.078,0.00,2.63,Industrials
ASX:2BE,"Tubi Limited (ASX:2BE)",https://www.listcorp.com/asx/2be/tubi-limited,"	15254000",0.049,0.00,0,Energy
ASX:EGY,"Energy Technologies (ASX:EGY)",https://www.listcorp.com/asx/egy/energy-technologies,"	15247400",0.056,0.00,0,Industrials
ASX:INP,"IncentiaPay Limited (ASX:INP)",https://www.listcorp.com/asx/inp/incentiapay-limited,"	15180800",0.012,0.00,0,"Consumer Discretionary"
ASX:CR9,"Corella Resources Ltd (ASX:CR9)",https://www.listcorp.com/asx/cr9/corella-resources-ltd,"	15168000",0.047,-0.00,-2.08,Materials
ASX:TOR,"Torque Metals Limited (ASX:TOR)",https://www.listcorp.com/asx/tor/torque-metals-limited,"	15136800",0.235,-0.00,-2.08,Materials
ASX:OAR,"Oar Resources Limited (ASX:OAR)",https://www.listcorp.com/asx/oar/oar-resources-limited,"	15082000",0.007,0.00,0,Materials
ASX:LYK,"Lykos Metals Limited (ASX:LYK)",https://www.listcorp.com/asx/lyk/lykos-metals-limited,"	15067500",0.245,0.00,0,Materials
ASX:SHE,"Stonehorse Energy Limited (ASX:SHE)",https://www.listcorp.com/asx/she/stonehorse-energy-limited,"	15057600",0.022,0.00,0,Materials
ASX:A8G,"Australasian Metals Limited (ASX:A8G)",https://www.listcorp.com/asx/a8g/australasian-metals-limited,"	15027200",0.365,0.00,0,Materials
ASX:TCO,"Transmetro Corporation Limited (ASX:TCO)",https://www.listcorp.com/asx/tco/transmetro-corporation,"	14988700",1.12,0.00,0,"Consumer Discretionary"
ASX:ATP,"Atlas Pearls Ltd (ASX:ATP)",https://www.listcorp.com/asx/atp/atlas-pearls-ltd,"	14975500",0.04,0.01,14.29,"Consumer Discretionary"
ASX:QML,"Qmines Limited (ASX:QML)",https://www.listcorp.com/asx/qml/qmines-limited,"	14967400",0.225,0.00,0,Materials
ASX:TMG,"Trigg Mining Ltd (ASX:TMG)",https://www.listcorp.com/asx/tmg/trigg-mining-ltd,"	14961200",0.088,0.00,0,Materials
ASX:RNE,"Renu Energy Limited (ASX:RNE)",https://www.listcorp.com/asx/rne/renu-energy-limited,"	14947200",0.041,0.00,0,Utilities
ASX:HGV,"Hygrovest Limited (ASX:HGV)",https://www.listcorp.com/asx/hgv/hygrovest-limited,"	14947000",0.064,-0.00,-1.54,Financials
ASX:AIR,"Astivita Limited (ASX:AIR)",https://www.listcorp.com/asx/air/astivita-limited,"	14905200",0.6,0.00,0,Industrials
ASX:BTR,"Brightstar Resources Limited (ASX:BTR)",https://www.listcorp.com/asx/btr/brightstar-resources-limited,"	14877800",0.023,0.00,0,Materials
ASX:ALM,"Alma Metals Limited (ASX:ALM)",https://www.listcorp.com/asx/alm/alma-metals-limited,"	14789400",0.02,0.00,0,Energy
ASX:SCU,"Stemcell United Limited (ASX:SCU)",https://www.listcorp.com/asx/scu/stemcell-united-limited,"	14697000",0.014,0.00,0,"Health Care"
ASX:LHM,"Land and Homes Group Limited (ASX:LHM)",https://www.listcorp.com/asx/lhm/land-and-homes-group-limited,"	14691400",0.014,0.00,0,"Real Estate"
ASX:XRG,"xReality Group Ltd (ASX:XRG)",https://www.listcorp.com/asx/xrg/xreality-group-ltd,"	14673600",0.042,0.00,7.69,"Consumer Discretionary"
ASX:CZN,"Corazon Mining (ASX:CZN)",https://www.listcorp.com/asx/czn/corazon-mining,"	14647900",0.024,0.00,0,Materials
ASX:PG1,"Pearl Global Limited (ASX:PG1)",https://www.listcorp.com/asx/pg1/pearl-global-limited,"	14583700",0.015,0.00,0,Industrials
ASX:NHE,"Noble Helium Limited (ASX:NHE)",https://www.listcorp.com/asx/nhe/noble-helium-limited,"	14560100",0.195,0.00,2.63,Energy
ASX:AJJ,"Asian American Medical Group (ASX:AJJ)",https://www.listcorp.com/asx/ajj/asian-american-medical,"	14536100",0.038,0.00,0,"Health Care"
ASX:GTE,"Great Western Exploration (ASX:GTE)",https://www.listcorp.com/asx/gte/great-western-exploration,"	14471000",0.085,0.00,0,Materials
ASX:KAM,"K2 Asset Management (ASX:KAM)",https://www.listcorp.com/asx/kam/k2-asset-management,"	14465100",0.06,0.00,0,Financials
ASX:BRX,"Belararox Limited (ASX:BRX)",https://www.listcorp.com/asx/brx/belararox-limited,"	14448300",0.52,0.01,1.96,Materials
ASX:TTI,"Traffic Technologies (ASX:TTI)",https://www.listcorp.com/asx/tti/traffic-technologies,"	14443400",0.02,0.00,0,Industrials
ASX:AEI,"Aeris Environmental (ASX:AEI)",https://www.listcorp.com/asx/aei/aeris-environmental,"	14418200",0.058,-0.00,-1.69,Industrials
ASX:NAE,"New Age Exploration Limited (ASX:NAE)",https://www.listcorp.com/asx/nae/new-age-exploration,"	14359000",0.01,0.00,0,Energy
ASX:HMG,"Hamelin Gold Limited (ASX:HMG)",https://www.listcorp.com/asx/hmg/hamelin-gold-limited,"	14300000",0.13,0.00,0,Materials
ASX:MXO,"Motio Limited (ASX:MXO)",https://www.listcorp.com/asx/mxo/motio-limited,"	14284900",0.058,0.00,0,"Communication Services"
ASX:AJQ,"Armour Energy Limited (ASX:AJQ)",https://www.listcorp.com/asx/ajq/armour-energy,"	14276200",0.007,0.00,0,Energy
ASX:SHO,"Sportshero Limited (ASX:SHO)",https://www.listcorp.com/asx/sho/sportshero-limited,"	14244900",0.025,0.00,0,"Communication Services"
ASX:ZGL,"Zicom Group (ASX:ZGL)",https://www.listcorp.com/asx/zgl/zicom,"	14209700",0.067,0.00,1.52,Industrials
ASX:RDN,"Raiden Resources Limited (ASX:RDN)",https://www.listcorp.com/asx/rdn/raiden-resources-limited,"	14174400",0.01,0.00,0,Materials
ASX:DAF,"Discovery Alaska Limited (ASX:DAF)",https://www.listcorp.com/asx/daf/discovery-alaska-limited,"	14126800",0.061,-0.00,-3.17,Materials
ASX:RGS,"Regeneus Ltd (ASX:RGS)",https://www.listcorp.com/asx/rgs/regeneus,"	14096100",0.046,0.00,0,"Health Care"
ASX:SHN,"Sunshine Gold Limited (ASX:SHN)",https://www.listcorp.com/asx/shn/sunshine-gold-limited,"	14034700",0.031,0.00,3.33,Materials
ASX:AEV,"Avenira Limited (ASX:AEV)",https://www.listcorp.com/asx/aev/avenira-limited,"	14015200",0.014,0.00,0,Materials
ASX:SBR,"Sabre Resources (ASX:SBR)",https://www.listcorp.com/asx/sbr/sabre-resources,"	13945800",0.005,0.00,0,Materials
ASX:WFL,"Wellfully Limited (ASX:WFL)",https://www.listcorp.com/asx/wfl/wellfully-limited,"	13937200",0.054,-0.00,-1.82,"Health Care"
ASX:FIN,"Fin Resources Limited (ASX:FIN)",https://www.listcorp.com/asx/fin/fin-resources-limited,"	13910100",0.023,-0.00,-8,Materials
ASX:THR,"Thor Mining Plc (ASX:THR)",https://www.listcorp.com/asx/thr/thor-mining,"	13874900",0.013,0.00,0,Materials
ASX:HXG,"Hexagon Resources (ASX:HXG)",https://www.listcorp.com/asx/hxg/hexagon-resources,"	13848700",0.027,0.00,0,Materials
ASX:CRL,"Comet Resources (ASX:CRL)",https://www.listcorp.com/asx/crl/comet-resources,"	13831800",0.02,0.00,0,Materials
ASX:MCT,"Metalicity Limited (ASX:MCT)",https://www.listcorp.com/asx/mct/metalicity-limited,"	13829500",0.004,0.00,0,Materials
ASX:ANW,"Aus Tin Mining (ASX:ANW)",https://www.listcorp.com/asx/anw/aus-tin-mining,"	13766800",0.001,0.00,0,Materials
ASX:OAU,"Ora Gold Limited (ASX:OAU)",https://www.listcorp.com/asx/oau/ora-gold-limited,"	13754200",0.014,0.00,0,Materials
ASX:RLC,"Reedy Lagoon Corporation (ASX:RLC)",https://www.listcorp.com/asx/rlc/reedy-lagoon-corporation,"	13708900",0.023,-0.00,-8,Materials
ASX:IRX,"InhaleRx Limited (ASX:IRX)",https://www.listcorp.com/asx/irx/inhalerx-limited,"	13645800",0.075,-0.01,-7.41,"Health Care"
ASX:EXL,"Elixinol Wellness Limited (ASX:EXL)",https://www.listcorp.com/asx/exl/elixinol-wellness-limited,"	13599400",0.04,-0.00,-6.98,"Consumer Staples"
ASX:S3N,"SensOre Ltd (ASX:S3N)",https://www.listcorp.com/asx/s3n/sensore-ltd,"	13584700",0.65,0.00,0,Materials
ASX:ALV,"Alvo Minerals Limited (ASX:ALV)",https://www.listcorp.com/asx/alv/alvo-minerals-limited,"	13507500",0.25,0.00,0,Materials
ASX:FZR,"Fitzroy River Corporation (ASX:FZR)",https://www.listcorp.com/asx/fzr/fitzroy-river-corporation,"	13494300",0.125,0.00,0,Energy
ASX:RLF,"RLF AgTech Ltd (ASX:RLF)",https://www.listcorp.com/asx/rlf/rlf-agtech-ltd,"	13481600",0.17,0.00,0,Materials
ASX:DLM,"Dominion Minerals Limited (ASX:DLM)",https://www.listcorp.com/asx/dlm/dominion-minerals-limited,"	13461500",0.065,0.00,0,Materials
ASX:AW1,"American West Metals Limited (ASX:AW1)",https://www.listcorp.com/asx/aw1/american-west-metals-limited,"	13435600",0.16,-0.01,-8.57,Materials
ASX:TAS,"Tasman Resources (ASX:TAS)",https://www.listcorp.com/asx/tas/tasman-resources,"	13423000",0.02,0.00,0,Materials
ASX:CAZ,"Cazaly Resources Limited (ASX:CAZ)",https://www.listcorp.com/asx/caz/cazaly-resources,"	13349600",0.036,0.00,0,Materials
ASX:AUR,"Auris Minerals Limited (ASX:AUR)",https://www.listcorp.com/asx/aur/auris-minerals-limited,"	13345500",0.028,0.00,0,Materials
ASX:PYR,"Payright Limited (ASX:PYR)",https://www.listcorp.com/asx/pyr/payright-limited,"	13296400",0.165,-0.00,-2.94,Financials
ASX:TAR,"Taruga Minerals Limited (ASX:TAR)",https://www.listcorp.com/asx/tar/taruga-minerals-limited,"	13295100",0.024,0.00,4.35,Materials
ASX:DLC,"Delecta Limited (ASX:DLC)",https://www.listcorp.com/asx/dlc/delecta-limited,"	13254000",0.011,0.00,0,"Consumer Discretionary"
ASX:BTC,"BTC health (ASX:BTC)",https://www.listcorp.com/asx/btc/btc-health,"	13246800",0.045,-0.00,-4.26,Financials
ASX:ALO,"Alloggio Group Limited (ASX:ALO)",https://www.listcorp.com/asx/alo/alloggio-group-limited,"	13239800",0.115,0.00,0,"Consumer Discretionary"
ASX:BOA,"Boadicea Resources (ASX:BOA)",https://www.listcorp.com/asx/boa/boadicea-resources,"	13209000",0.17,0.00,0,Materials
ASX:AYT,"Austin Metals Limited (ASX:AYT)",https://www.listcorp.com/asx/ayt/austin-metals-limited,"	13206400",0.014,0.00,7.69,Materials
ASX:MOB,"Mobilicom Limited (ASX:MOB)",https://www.listcorp.com/asx/mob/mobilicom-limited,"	13199400",0.041,0.00,0,"Information Technology"
ASX:AII,"Almonty Industries Inc (ASX:AII)",https://www.listcorp.com/asx/aii/almonty-industries-inc,"	13157000",0.87,0.02,2.35,Materials
ASX:RMX,"Red Mountain Mining (ASX:RMX)",https://www.listcorp.com/asx/rmx/red-mountain-mining,"	13138900",0.008,0.00,0,Materials
ASX:WEL,"Winchester Energy Limited (ASX:WEL)",https://www.listcorp.com/asx/wel/winchester-energy-limited,"	13132900",0.013,0.00,0,Energy
ASX:DOU,"Douugh Limited (ASX:DOU)",https://www.listcorp.com/asx/dou/douugh-limited,"	13086800",0.023,0.00,4.55,"Information Technology"
ASX:WCN,"White Cliff Minerals (ASX:WCN)",https://www.listcorp.com/asx/wcn/white-cliff-minerals,"	13072100",0.02,0.00,0,Materials
ASX:SIX,"Sprintex Limited (ASX:SIX)",https://www.listcorp.com/asx/six/sprintex-limited,"	13001100",0.052,0.00,0,"Consumer Discretionary"
ASX:NSX,"NSX Limited (ASX:NSX)",https://www.listcorp.com/asx/nsx/nsx-limited,"	13000200",0.047,0.00,2.17,Financials
ASX:TDO,"3D Oil (ASX:TDO)",https://www.listcorp.com/asx/tdo/3d-oil,"	12994200",0.051,0.00,4.08,Energy
ASX:LYN,"Lycaon Resources Limited (ASX:LYN)",https://www.listcorp.com/asx/lyn/lycaon-resources-limited,"	12985500",0.5,0.06,13.64,Materials
ASX:SPA,"Spacetalk Ltd (ASX:SPA)",https://www.listcorp.com/asx/spa/spacetalk-ltd,"	12964800",0.06,0.00,0,"Information Technology"
ASX:BDG,"Black Dragon Gold Corp. (ASX:BDG)",https://www.listcorp.com/asx/bdg/black-dragon-gold-corp.,"	12950700",0.065,0.00,0,Materials
ASX:GUL,"Gullewa Limited (ASX:GUL)",https://www.listcorp.com/asx/gul/gullewa,"	12945400",0.068,0.00,0,Materials
